                             List of tables
       Schema       |           Name           |    Type     |  Owner   
 pg_catalog         | pg_foreign_table         | table       | postgres
 pg_catalog         | pg_index                 | table       | postgres
 pg_catalog         | pg_inherits              | table       | postgres
 pg_catalog         | pg_init_privs            | table       | postgres
 pg_catalog         | pg_language              | table       | postgres
 pg_catalog         | pg_largeobject           | table       | postgres
 pg_catalog         | pg_largeobject_metadata  | table       | postgres
 pg_catalog         | pg_namespace             | table       | postgres
 pg_catalog         | pg_opclass               | table       | postgres
 pg_catalog         | pg_operator              | table       | postgres
 pg_catalog         | pg_opfamily              | table       | postgres
 pg_catalog         | pg_parameter_acl         | table       | postgres
 pg_catalog         | pg_partitioned_table     | table       | postgres
 pg_catalog         | pg_policy                | table       | postgres
 pg_catalog         | pg_proc                  | table       | postgres
 pg_catalog         | pg_publication           | table       | postgres
 pg_catalog         | pg_publication_namespace | table       | postgres
 pg_catalog         | pg_publication_rel       | table       | postgres
 pg_catalog         | pg_range                 | table       | postgres
 pg_catalog         | pg_replication_origin    | table       | postgres
 pg_catalog         | pg_rewrite               | table       | postgres
 pg_catalog         | pg_seclabel              | table       | postgres
 pg_catalog         | pg_sequence              | table       | postgres
 pg_catalog         | pg_shdepend              | table       | postgres
 pg_catalog         | pg_shdescription         | table       | postgres
 pg_catalog         | pg_shseclabel            | table       | postgres
 pg_catalog         | pg_statistic             | table       | postgres
 pg_catalog         | pg_statistic_ext         | table       | postgres
 pg_catalog         | pg_statistic_ext_data    | table       | postgres
 pg_catalog         | pg_subscription          | table       | postgres
 pg_catalog         | pg_subscription_rel      | table       | postgres
 pg_catalog         | pg_tablespace            | table       | postgres
 pg_catalog         | pg_transform             | table       | postgres
 pg_catalog         | pg_trigger               | table       | postgres
 pg_catalog         | pg_ts_config             | table       | postgres
 pg_catalog         | pg_ts_config_map         | table       | postgres
 pg_catalog         | pg_ts_dict               | table       | postgres
 pg_catalog         | pg_ts_parser             | table       | postgres
 pg_catalog         | pg_ts_template           | table       | postgres
 pg_catalog         | pg_type                  | table       | postgres
 pg_catalog         | pg_user_mapping          | table       | postgres
 pg_toast           | pg_toast_1213            | TOAST table | postgres
 pg_toast           | pg_toast_1247            | TOAST table | postgres
 pg_toast           | pg_toast_1255            | TOAST table | postgres
 pg_toast           | pg_toast_1262            | TOAST table | postgres
 pg_toast           | pg_toast_13530           | TOAST table | postgres
 pg_toast           | pg_toast_13535           | TOAST table | postgres
 pg_toast           | pg_toast_13540           | TOAST table | postgres
 pg_toast           | pg_toast_13545           | TOAST table | postgres
 pg_toast           | pg_toast_1417            | TOAST table | postgres
 pg_toast           | pg_toast_1418            | TOAST table | postgres
 pg_toast           | pg_toast_2328            | TOAST table | postgres
 pg_toast           | pg_toast_2396            | TOAST table | postgres
 pg_toast           | pg_toast_2600            | TOAST table | postgres
 pg_toast           | pg_toast_2604            | TOAST table | postgres
 pg_toast           | pg_toast_2606            | TOAST table | postgres
 pg_toast           | pg_toast_2609            | TOAST table | postgres
 pg_toast           | pg_toast_2610            | TOAST table | postgres
 pg_toast           | pg_toast_2612            | TOAST table | postgres
 pg_toast           | pg_toast_2615            | TOAST table | postgres
 pg_toast           | pg_toast_26158           | TOAST table | postgres
 pg_toast           | pg_toast_2618            | TOAST table | postgres
 pg_toast           | pg_toast_2619            | TOAST table | postgres
 pg_toast           | pg_toast_2620            | TOAST table | postgres
 pg_toast           | pg_toast_26280           | TOAST table | postgres
 pg_toast           | pg_toast_26299           | TOAST table | postgres
 pg_toast           | pg_toast_26327           | TOAST table | postgres
 pg_toast           | pg_toast_26347           | TOAST table | postgres
 pg_toast           | pg_toast_26367           | TOAST table | postgres
 pg_toast           | pg_toast_26374           | TOAST table | postgres
 pg_toast           | pg_toast_2964            | TOAST table | postgres
 pg_toast           | pg_toast_3079            | TOAST table | postgres
 pg_toast           | pg_toast_3118            | TOAST table | postgres
 pg_toast           | pg_toast_3256            | TOAST table | postgres
 pg_toast           | pg_toast_3350            | TOAST table | postgres
 pg_toast           | pg_toast_3381            | TOAST table | postgres
 pg_toast           | pg_toast_3394            | TOAST table | postgres
 pg_toast           | pg_toast_3429            | TOAST table | postgres
 pg_toast           | pg_toast_3456            | TOAST table | postgres
 pg_toast           | pg_toast_3466            | TOAST table | postgres
 pg_toast           | pg_toast_3592            | TOAST table | postgres
 pg_toast           | pg_toast_3596            | TOAST table | postgres
 pg_toast           | pg_toast_3600            | TOAST table | postgres
 pg_toast           | pg_toast_6100            | TOAST table | postgres
 pg_toast           | pg_toast_6106            | TOAST table | postgres
 pg_toast           | pg_toast_6243            | TOAST table | postgres
 pg_toast           | pg_toast_826             | TOAST table | postgres
 public             | CompanyTable             | table       | postgres
(151 rows)

